as_of_date,security_id,clean_price,oas_bps
2025-08-31,GWIADZLNM,97.8312,125.9
2025-08-31,77AC83R7N,103.2339,51.0
2025-08-31,2W39AEZXG,106.5847,132.8
2025-08-31,H1DVRLE0Y,105.6471,138.4
2025-08-31,57FALF6HP,93.2029,272.1
2025-08-31,GH963PM7A,99.4985,77.6
2025-08-31,T4Q2CGF9M,104.7155,96.1
2025-08-31,F7G76ZDFS,93.3807,418.0
2025-08-31,M76L42UT4,98.6638,84.2
2025-08-31,SDW8SJ686,103.0735,89.8
2025-08-31,XHETACNP9,103.2911,96.4
2025-08-31,VWN1AXARW,98.8609,88.8
2025-08-31,ACWFGJ6SW,95.0204,64.5
2025-08-31,PPDQ0XYS2,94.3221,85.5
2025-08-31,PSX36784P,95.144,93.6
2025-08-31,SWAH8C2NH,100.1468,57.7
2025-08-31,9FYHXS77C,103.3239,497.5
2025-08-31,VK4YN4WS3,98.5393,76.8
2025-08-31,7Y376AS3A,100.622,138.8
2025-08-31,H0HGFB0NV,97.3557,149.3
2025-08-31,BPP99K7JP,93.3299,221.3
2025-08-31,P1QZ2N1GW,92.391,443.7
2025-08-31,EKZ7PYHFP,91.1436,174.0
2025-08-31,RVV4PF374,90.0086,350.0
2025-08-31,9G5QIVWML,89.706,203.4
2025-08-31,W77COTA0A,92.5636,253.1
2025-08-31,3JGH5S75L,97.1512,600.7
2025-08-31,PAN8DGGZO,100.4219,100.4
2025-08-31,ZWM2G6B6P,106.4935,54.5
2025-08-31,N7Z68G2BD,98.1996,140.8
2025-08-31,VHF93XHZ7,94.9195,285.4
2025-08-31,7RRU96WRX,102.263,58.9
2025-08-31,DQ7IE0FTV,103.2491,140.5
2025-08-31,QSGQCVL0P,102.3173,323.6
2025-08-31,XWRWGY7W4,95.5132,98.4
2025-08-31,TFYI3F2JS,102.2719,81.3
2025-08-31,TX6WM71BU,95.5591,448.3
2025-08-31,RYHSQ0LD6,95.9515,96.2
2025-08-31,F4996VZB3,99.4081,65.0
2025-08-31,SQUBO2P2A,101.3994,79.8
2025-08-31,0U2V1O3GA,97.5264,81.9
2025-08-31,YTQS0JLHJ,96.1653,37.0
2025-08-31,QZMZEQYUV,102.0377,51.3
2025-08-31,JCEEYST39,93.9563,36.6
2025-08-31,MBL9ZSN6D,96.203,39.9
2025-08-31,9QXT5L32T,103.7887,58.9
2025-08-31,CHXDACEZ1,101.9382,76.6
2025-08-31,JGB673A1M,103.6052,78.8
2025-08-31,NLP599VY4,96.5205,87.3
2025-08-31,BRN4YWM4W,99.5583,133.2
2025-08-31,QUSNB5HND,100.9424,103.0
2025-09-30,SFWOSNOWG,94.3271,7.3
2025-09-30,70PTTP6WP,97.1277,1.2
2025-09-30,1060VXN0Z,99.3786,4.2
2025-09-30,AMZ82XUGQ,107.5467,8.0
2025-09-30,3QHXPR1U3,98.2476,3.6
2025-09-30,Z0P1QUO3L,102.1173,3.7
2025-09-30,516Y1ZY06,98.8877,1.7
2025-09-30,JL7ZH6V32,97.3435,6.0
2025-09-30,Q14AFA9CM,98.1634,91.8
2025-09-30,IQ9KFUKG1,101.6287,309.5
2025-09-30,UDV04Q028,99.3753,293.2
2025-09-30,M851Y65ZE,101.0355,511.8
2025-09-30,1AMUISU25,103.2532,118.3
2025-09-30,FH5KSL4JL,104.446,52.6
2025-09-30,H35A0KKW1,100.1574,55.5
2025-09-30,A0ETNRG33,97.5163,486.4
2025-09-30,J723UFW32,99.6056,159.5
2025-09-30,F5ZXP22RK,100.3014,153.8
2025-09-30,0X3DQ57DL,98.3786,122.8
2025-09-30,BU1B58UOJ,99.7382,123.9
2025-09-30,GWIADZLNM,97.1955,126.2
2025-09-30,77AC83R7N,104.7528,50.6
2025-09-30,2W39AEZXG,107.8515,131.4
2025-09-30,H1DVRLE0Y,106.8872,138.8
2025-09-30,EPS5OVW1R,97.0957,83.1
2025-09-30,57FALF6HP,93.217,275.9
2025-09-30,GH963PM7A,99.4103,77.9
2025-09-30,T4Q2CGF9M,103.5085,94.7
2025-09-30,F7G76ZDFS,94.7162,420.0
2025-09-30,M76L42UT4,97.6072,84.1
2025-09-30,SDW8SJ686,102.445,90.2
2025-09-30,VWN1AXARW,98.7198,90.1
2025-09-30,42KX0JJRN,102.0093,552.0
2025-09-30,ACWFGJ6SW,94.9962,63.9
2025-09-30,PPDQ0XYS2,94.4061,85.5
2025-09-30,PSX36784P,96.9142,94.8
2025-09-30,SWAH8C2NH,100.613,57.5
2025-09-30,9FYHXS77C,103.1977,490.3
2025-09-30,VK4YN4WS3,98.7242,76.7
2025-09-30,7Y376AS3A,100.6023,137.1
2025-09-30,H0HGFB0NV,97.8491,151.4
2025-09-30,BPP99K7JP,93.9722,218.5
2025-09-30,P1QZ2N1GW,92.3574,450.2
2025-09-30,EKZ7PYHFP,90.5478,175.8
2025-09-30,RVV4PF374,87.67,354.7
2025-09-30,9G5QIVWML,89.9937,202.7
2025-09-30,W77COTA0A,91.6834,254.8
2025-09-30,3JGH5S75L,96.643,606.8
2025-09-30,PAN8DGGZO,102.4025,101.5
2025-09-30,ZWM2G6B6P,105.8385,54.8
2025-09-30,N7Z68G2BD,97.9262,139.6
2025-09-30,VHF93XHZ7,95.1166,285.4
2025-09-30,7RRU96WRX,101.8752,59.6
2025-09-30,CUME7DYT1,107.3183,76.5
2025-09-30,DQ7IE0FTV,102.7929,139.0
2025-09-30,3QPGK1A7G,101.0524,66.7
2025-09-30,QSGQCVL0P,101.2066,323.6
2025-09-30,TFYI3F2JS,102.0648,82.1
2025-09-30,TX6WM71BU,96.5631,450.1
2025-09-30,RYHSQ0LD6,96.2679,96.9
2025-09-30,F4996VZB3,101.0402,64.5
2025-09-30,SQUBO2P2A,101.6389,80.1
2025-09-30,0U2V1O3GA,97.704,82.6
2025-09-30,YTQS0JLHJ,96.5847,37.5
2025-09-30,QZMZEQYUV,101.6355,52.0
2025-09-30,JCEEYST39,93.3367,36.8
2025-09-30,MBL9ZSN6D,95.4943,39.7
2025-09-30,9QXT5L32T,105.258,59.4
2025-09-30,CHXDACEZ1,103.1923,76.4
2025-09-30,JGB673A1M,103.0682,79.5
2025-09-30,NLP599VY4,97.7577,87.5
2025-09-30,BRN4YWM4W,98.9436,133.3
2025-10-31,SFWOSNOWG,94.8931,7.4
2025-10-31,70PTTP6WP,96.9265,1.2
2025-10-31,1060VXN0Z,99.6011,4.2
2025-10-31,AMZ82XUGQ,106.8382,8.0
2025-10-31,3QHXPR1U3,97.9938,3.6
2025-10-31,Z0P1QUO3L,103.7444,3.8
2025-10-31,516Y1ZY06,99.7357,1.7
2025-10-31,JL7ZH6V32,96.9628,5.9
2025-10-31,Q14AFA9CM,98.3219,92.0
2025-10-31,IQ9KFUKG1,100.249,307.1
2025-10-31,UDV04Q028,98.5618,293.4
2025-10-31,M851Y65ZE,100.3156,506.9
2025-10-31,1AMUISU25,102.4939,118.2
2025-10-31,FH5KSL4JL,104.3494,51.9
2025-10-31,H35A0KKW1,99.7417,55.6
2025-10-31,A0ETNRG33,96.9938,479.2
2025-10-31,J723UFW32,98.4714,161.7
2025-10-31,F5ZXP22RK,99.2995,155.6
2025-10-31,0X3DQ57DL,97.9553,123.7
2025-10-31,BU1B58UOJ,99.9527,123.9
2025-10-31,GWIADZLNM,96.6766,127.5
2025-10-31,77AC83R7N,104.9134,50.0
2025-10-31,2W39AEZXG,110.0178,132.0
2025-10-31,H1DVRLE0Y,107.663,137.9
2025-10-31,EPS5OVW1R,97.158,83.2
2025-10-31,57FALF6HP,92.5557,276.5
2025-10-31,GH963PM7A,99.7833,76.8
2025-10-31,T4Q2CGF9M,103.3076,96.0
2025-10-31,F7G76ZDFS,95.4301,414.5
2025-10-31,M76L42UT4,95.8914,84.8
2025-10-31,SDW8SJ686,102.547,91.0
2025-10-31,XHETACNP9,104.0255,96.4
2025-10-31,VWN1AXARW,98.4409,91.1
2025-10-31,42KX0JJRN,100.1003,557.9
2025-10-31,ACWFGJ6SW,94.4215,64.2
2025-10-31,PPDQ0XYS2,95.5533,85.9
2025-10-31,PSX36784P,95.9016,94.9
2025-10-31,SWAH8C2NH,99.1167,57.9
2025-10-31,9FYHXS77C,103.3072,488.3
2025-10-31,VK4YN4WS3,98.7257,77.4
2025-10-31,7Y376AS3A,100.7725,137.7
2025-10-31,H0HGFB0NV,98.4466,150.9
2025-10-31,BPP99K7JP,94.1774,218.9
2025-10-31,P1QZ2N1GW,93.2141,444.8
2025-10-31,EKZ7PYHFP,90.6198,173.5
2025-10-31,RVV4PF374,88.8524,354.2
2025-10-31,9G5QIVWML,90.5564,203.9
2025-10-31,W77COTA0A,91.4307,254.0
2025-10-31,3JGH5S75L,96.1399,608.6
2025-10-31,PAN8DGGZO,103.4905,102.5
2025-10-31,ZWM2G6B6P,106.9224,54.4
2025-10-31,N7Z68G2BD,98.901,140.8
2025-10-31,VHF93XHZ7,96.2121,287.5
2025-10-31,7RRU96WRX,101.117,59.0
2025-10-31,CUME7DYT1,109.2629,76.7
2025-10-31,DQ7IE0FTV,102.4078,140.9
2025-10-31,3QPGK1A7G,102.6573,66.5
2025-10-31,QSGQCVL0P,102.0946,319.9
2025-10-31,TFYI3F2JS,102.6292,82.6
2025-10-31,TX6WM71BU,97.1623,450.1
2025-10-31,RYHSQ0LD6,94.7615,96.7
2025-10-31,F4996VZB3,100.8,63.8
2025-10-31,SQUBO2P2A,102.1097,79.1
2025-10-31,0U2V1O3GA,99.2134,83.7
2025-10-31,YTQS0JLHJ,96.5105,37.8
2025-10-31,QZMZEQYUV,101.2441,52.4
2025-10-31,JCEEYST39,93.3385,37.3
2025-10-31,MBL9ZSN6D,94.1754,40.1
2025-10-31,9QXT5L32T,105.7881,60.1
2025-10-31,CHXDACEZ1,102.6771,75.4
2025-10-31,JGB673A1M,101.6436,80.4
2025-10-31,NLP599VY4,98.4929,87.6
2025-10-31,BRN4YWM4W,98.7468,133.4
2025-11-30,SFWOSNOWG,95.2212,7.4
2025-11-30,70PTTP6WP,96.1527,1.2
2025-11-30,1060VXN0Z,99.6373,4.2
2025-11-30,AMZ82XUGQ,107.7867,8.0
2025-11-30,3QHXPR1U3,98.4321,3.6
2025-11-30,Z0P1QUO3L,102.5823,3.8
2025-11-30,516Y1ZY06,99.4028,1.7
2025-11-30,JL7ZH6V32,95.9808,5.9
2025-11-30,Q14AFA9CM,97.9111,93.1
2025-11-30,IQ9KFUKG1,99.6819,310.0
2025-11-30,UDV04Q028,98.9383,293.2
2025-11-30,1AMUISU25,102.5791,117.8
2025-11-30,FH5KSL4JL,104.0998,52.2
2025-11-30,H35A0KKW1,100.6327,55.9
2025-11-30,A0ETNRG33,97.746,485.8
2025-11-30,F5ZXP22RK,99.0601,155.6
2025-11-30,0X3DQ57DL,98.2456,123.2
2025-11-30,BU1B58UOJ,99.6472,122.7
2025-11-30,GWIADZLNM,96.3552,129.3
2025-11-30,77AC83R7N,104.894,49.8
2025-11-30,2W39AEZXG,109.9388,130.7
2025-11-30,H1DVRLE0Y,107.1023,137.2
2025-11-30,EPS5OVW1R,96.8619,84.0
2025-11-30,57FALF6HP,92.7278,272.5
2025-11-30,GH963PM7A,101.2575,77.7
2025-11-30,T4Q2CGF9M,104.5729,96.0
2025-11-30,F7G76ZDFS,94.824,409.6
2025-11-30,M76L42UT4,96.3838,85.1
2025-11-30,SDW8SJ686,104.3614,91.4
2025-11-30,XHETACNP9,103.6211,95.6
2025-11-30,VWN1AXARW,97.8245,91.6
2025-11-30,42KX0JJRN,100.6046,564.4
2025-11-30,ACWFGJ6SW,93.0552,64.1
2025-11-30,PPDQ0XYS2,95.0799,85.4
2025-11-30,PSX36784P,96.9209,94.1
2025-11-30,SWAH8C2NH,97.8885,57.2
2025-11-30,9FYHXS77C,103.6259,484.4
2025-11-30,VK4YN4WS3,98.6657,76.5
2025-11-30,7Y376AS3A,101.024,137.0
2025-11-30,H0HGFB0NV,0.974963,150.4
2025-11-30,BPP99K7JP,94.5445,221.4
2025-11-30,P1QZ2N1GW,93.5087,444.5
2025-11-30,EKZ7PYHFP,90.2345,173.1
2025-11-30,RVV4PF374,88.5592,355.0
2025-11-30,9G5QIVWML,89.965,202.6
2025-11-30,W77COTA0A,92.1453,251.6
2025-11-30,3JGH5S75L,95.2282,617.0
2025-11-30,PAN8DGGZO,103.9394,103.6
2025-11-30,ZWM2G6B6P,104.2503,54.4
2025-11-30,N7Z68G2BD,100.2019,141.3
2025-11-30,VHF93XHZ7,97.0902,291.6
2025-11-30,7RRU96WRX,101.4018,58.6
2025-11-30,CUME7DYT1,109.4414,76.0
2025-11-30,DQ7IE0FTV,102.8576,139.2
2025-11-30,3QPGK1A7G,103.1862,67.1
2025-11-30,QSGQCVL0P,101.5939,323.4
2025-11-30,TFYI3F2JS,103.0461,82.6
2025-11-30,TX6WM71BU,96.2784,454.8
2025-11-30,RYHSQ0LD6,95.6433,95.9
2025-11-30,F4996VZB3,100.8685,63.8
2025-11-30,SQUBO2P2A,101.2426,79.4
2025-11-30,0U2V1O3GA,98.2378,83.3
2025-11-30,YTQS0JLHJ,96.9728,37.3
2025-11-30,QZMZEQYUV,101.6384,52.3
2025-11-30,JCEEYST39,91.782,37.7
2025-11-30,MBL9ZSN6D,93.8989,39.8
2025-11-30,9QXT5L32T,106.2574,60.1
2025-11-30,CHXDACEZ1,101.4101,74.9
2025-11-30,JGB673A1M,101.6012,80.6
2025-11-30,NLP599VY4,97.874,87.4
2025-11-30,BRN4YWM4W,99.3886,133.1
2025-11-30,QUSNB5HND,100.4072,102.4
2025-12-31,SFWOSNOWG,95.5901,7.5
2025-12-31,70PTTP6WP,96.781,1.2
2025-12-31,1060VXN0Z,100.0625,4.2
2025-12-31,AMZ82XUGQ,108.2611,7.9
2025-12-31,3QHXPR1U3,97.9977,3.5
2025-12-31,Z0P1QUO3L,102.3558,3.9
2025-12-31,516Y1ZY06,100.1132,1.7
2025-12-31,JL7ZH6V32,95.565,6.0
2025-12-31,Q14AFA9CM,98.3757,92.7
2025-12-31,UDV04Q028,98.079,296.0
2025-12-31,M851Y65ZE,101.2723,506.5
2025-12-31,1AMUISU25,102.5031,119.2
2025-12-31,FH5KSL4JL,104.4132,52.9
2025-12-31,H35A0KKW1,101.8553,56.7
2025-12-31,A0ETNRG33,97.8434,487.3
2025-12-31,F5ZXP22RK,99.3827,155.4
2025-12-31,0X3DQ57DL,97.9403,123.0
2025-12-31,BU1B58UOJ,100.2047,123.7
2025-12-31,GWIADZLNM,97.4184,127.5
2025-12-31,77AC83R7N,104.3836,49.7
2025-12-31,2W39AEZXG,110.853,132.6
2025-12-31,H1DVRLE0Y,106.1429,136.3
2025-12-31,EPS5OVW1R,96.9404,84.5
2025-12-31,57FALF6HP,91.7527,273.2
2025-12-31,GH963PM7A,100.2731,78.7
2025-12-31,T4Q2CGF9M,104.2854,95.8
2025-12-31,F7G76ZDFS,94.0529,404.1
2025-12-31,M76L42UT4,96.8725,85.3
2025-12-31,SDW8SJ686,104.4816,90.1
2025-12-31,XHETACNP9,104.547,94.9
2025-12-31,VWN1AXARW,97.7761,91.6
2025-12-31,42KX0JJRN,99.6858,559.0
2025-12-31,ACWFGJ6SW,92.3722,64.0
2025-12-31,PPDQ0XYS2,94.8086,86.3
2025-12-31,PSX36784P,0.95956,93.9
2025-12-31,SWAH8C2NH,98.3509,56.7
2025-12-31,9FYHXS77C,104.1938,482.0
2025-12-31,VK4YN4WS3,98.2519,76.6
2025-12-31,7Y376AS3A,101.2954,138.8
2025-12-31,H0HGFB0NV,97.5255,149.7
2025-12-31,BPP99K7JP,94.5682,221.0
2025-12-31,P1QZ2N1GW,93.8378,442.4
2025-12-31,EKZ7PYHFP,91.2352,175.3
2025-12-31,RVV4PF374,88.3174,352.7
2025-12-31,9G5QIVWML,90.1698,202.3
2025-12-31,W77COTA0A,93.4267,254.8
2025-12-31,3JGH5S75L,95.0403,611.7
2025-12-31,PAN8DGGZO,105.5597,104.5
2025-12-31,ZWM2G6B6P,102.9585,55.1
2025-12-31,N7Z68G2BD,99.1793,140.8
2025-12-31,VHF93XHZ7,97.3652,290.7
2025-12-31,7RRU96WRX,101.6445,58.7
2025-12-31,CUME7DYT1,109.0296,76.9
2025-12-31,DQ7IE0FTV,103.1444,139.4
2025-12-31,3QPGK1A7G,102.5938,67.6
2025-12-31,QSGQCVL0P,102.9113,325.3
2025-12-31,TFYI3F2JS,104.1734,82.0
2025-12-31,TX6WM71BU,95.5434,452.1
2025-12-31,RYHSQ0LD6,95.7579,95.5
2025-12-31,F4996VZB3,101.7674,64.2
2025-12-31,SQUBO2P2A,99.5566,79.2
2025-12-31,0U2V1O3GA,97.7594,83.7
2025-12-31,YTQS0JLHJ,97.2177,37.3
2025-12-31,QZMZEQYUV,102.6944,51.8
2025-12-31,JCEEYST39,91.1601,37.8
2025-12-31,MBL9ZSN6D,95.6832,40.2
2025-12-31,9QXT5L32T,106.8017,59.4
2025-12-31,CHXDACEZ1,99.8917,73.9
2025-12-31,JGB673A1M,102.31,81.5
2025-12-31,NLP599VY4,97.3853,88.0
2025-12-31,BRN4YWM4W,99.0331,133.3
2025-12-31,QUSNB5HND,101.0909,103.2
